soft_iou,iou,dice,target_recall,empty_space_precision,incorrect_growth_fraction,connected_components,largest_component_fraction,centroid_error,bounding_box_error,occupied_volume,surface_area,compactness,maximum_radius,maximum_vertical_height
0.00824520234129493,0.008,0.015873015873015872,0.008,0.8787878787878788,0.0,1.0,1.0,1.1282552902601433,19.235384061671343,1.0,4.0,0.25,0.7071067811865476,1.0
